Row,Name,PlaceName,Map
1282,n6c2,Pilgrim's Traverse,0
1283,n6c3,Pilgrim's Traverse,0
1284,n6c3_2,Pilgrim's Traverse,0
1285,n6c4,Pilgrim's Traverse,0
1286,n6c4_2,Pilgrim's Traverse,0
1287,n6c5,Pilgrim's Traverse,0
1288,n6c5_2,Pilgrim's Traverse,0
1289,n6c6,Pilgrim's Traverse,0
1290,n6c6_2,Pilgrim's Traverse,0
1291,c1w2,Phaenna,Phaenna
1292,x6d8,The Meso Terminal,The Meso Terminal
1293,s5p6,The Bayside Battleground,The Bayside Battleground
1294,s5p6_ctm,The Bayside Battleground,The Bayside Battleground
1295,x6fe,The Ageless Necropolis,The Ageless Necropolis
1296,x6fe_2,The Ageless Necropolis,The Ageless Necropolis
1297,y6e5,Zirgorteh the Open-armed,Zirgorteh the Open-armed
1298,f1dd,The Pâtisserie,The Pâtisserie
1299,x6eb,Containment Complex 10-29,Containment Complex 10-29
1300,x6ff,The Windward Wilds,The Windward Wilds
1301,x6ff_event,The Windward Wilds,The Windward Wilds
1302,,0,0
1303,w1r1_re,Cutter's Cry,Cutter's Cry
1304,z6r2,San d'Oria: The Second Walk,San d'Oria: The Second Walk
1305,f1d9_event2,Haunted Manor,The Haunted Manor
1306,x6ff_2,The Windward Wilds,The Windward Wilds
1307,x6fg,Hell on Rails,Hell on Rails
1308,x6fg_2,Hell on Rails,Hell on Rails
1309,f1ec_3,Starlight Stalls,Starlight Stalls
1310,c1w3,Oizys,Oizys
1311,n6c6_3,Pilgrim's Traverse,0
1312,x6fe_event,The Ageless Necropolis,The Ageless Necropolis
1313,y6p1,Worqor Chirteh,Worqor Chirteh
1314,x6d9,Mistwake,Mistwake
1315,m6d1,<italic(1)>The Merchant's Tale<italic(0)>,<italic(1)>The Merchant's Tale<italic(0)>
1316,m6d1_2,<italic(1)>The Merchant's Tale<italic(0)>,<italic(1)>The Merchant's Tale<italic(0)>
1317,m6d1_3,Another Merchant's Tale,<italic(1)>The Merchant's Tale<italic(0)>
1318,,0,0
1319,c1w4,Auxesia,Auxesia
1320,x6r9,Ring Noir,Ring Noir
1321,x6r9_2,Ring Noir,Ring Noir
1322,x6ra,The X-Ring,The X-Ring
1323,x6ra_2,The X-Ring,The X-Ring
1324,x6rb,The Crown,The Crown
1325,x6rb_2,The Crown,The Crown
1326,x6rc,Arcadia,Arcadia
1327,x6rc_2,Arcadia,Arcadia
1328,ec065,Treno,Treno
1329,ec066,Kanilokka Corpus Substructure,Kanilokka Corpus Substructure
1330,r1r1_re,Dzemael Darkhold,Dzemael Darkhold
1331,r1r2_re,Aurum Vale,Aurum Vale
1332,x6d9_event,Treno,Treno
1333,n6c6_4,Pilgrim's Traverse,0
1334,x6ed,Alexandria Crater,Alexandria Crater
1335,s1e9,The Gold Saucer,0
1336,f1ed,Lilyswim,0
1337,m6e1,The Maiden's Home,The Maiden's Home
1338,x6ee,Bentini Depot,Bentini Depot
1339,,0,0
1340,,0,0
1341,,0,0
1342,,0,0
1343,,0,0
1344,x6ef,Tritails Training,Tritails Training
1345,m6d2,The Clyteum,The Clyteum
1346,o6b2,North Horn,North Horn
1347,,0,0
1348,,0,0
1349,,0,0
1350,,0,0
1351,,0,0
1352,,0,0
1353,,0,0
1354,,0,0
1355,,0,0
1356,,0,0
1357,s5p7,Archeia Harmonias,Archeia Harmonias
1358,s5p7_ctm,Archeia Harmonias,Archeia Harmonias
1359,w1en,The Gold Saucer,0
1360,w1eo,Keybound Square,Keybound Square
1361,z5fd,The Unmaking,The Unmaking
1362,z5fd_2,The Unmaking,The Unmaking
1363,z3oy,Sigmascape V4.0,Sigmascape V4.0
1364,,0,0
1365,,0,0
1366,r2d1_re,Dusk Vigil,Dusk Vigil
1367,e3d1_re,Shisui of the Violet Tides,Shisui of the Violet Tides
1368,z6r3,Windurst: The Third Walk,Windurst: The Third Walk
1369,f1de,The Phantoms' Feast,The Phantoms' Feast
1370,f1de_2,The Phantoms' Feast,The Phantoms' Feast
1371,,0,0
1372,g3fc_3,Transparency,Transparency
1373,z5fd_event,The Unmaking,The Unmaking
1374,h2i1,0,0
1375,h2i2,0,0
1376,h2i3,0,0
1377,,0,0
1378,,0,0
1379,,0,0
1380,,0,0
1381,,0,0
1382,,0,0
1383,,0,0
1384,f1ec_4,Starlight Stalls,Starlight Stalls
1385,,0,0
1386,,0,0
1387,,0,0
1388,,0,0
1389,,0,0
